claim_id,customer_id,incident_cause,claim_date,claim_area,police_report,claim_type,claim_amount,total_policy_claims,fraudulent,gender,DateOfBirth,State,Contact,Segment,Age,AgeCategory,Region
54764639,35876516,Driver error,2018-08-10,Auto,No,Material only,2870.0,1,No,Male,1996-10-29,Illinois,496-426-6748,Silver,27,Adult,Midwest
52278305,13265356,Driver error,2017-10-17,Home,No,Material only,1210.0,1,No,Female,1962-07-27,Iowa,462-587-7532,Silver,62,Adult,Midwest
18210740,80379865,Natural causes,2018-02-09,Auto,No,Injury only,18580.0,1,No,Male,1969-02-27,New Mexico,427-513-8479,Gold,55,Adult,West
22215431,64899302,Other driver error,2018-06-23,Auto,No,Material only,2630.0,1,No,Male,1994-07-17,Wisconsin,784-623-7631,Platinum,30,Adult,Midwest
10738822,11278282,Natural causes,2018-08-10,Auto,No,Material only,2540.0,1,No,Male,1968-04-12,Rhode Island,148-178-1792,Silver,56,Adult,Northeast
7800059,90425966,Driver error,2018-03-01,Auto,No,Material only,2320.0,1,No,Male,1971-12-23,Wyoming,942-259-7583,Silver,52,Adult,West
16773361,70459181,Other driver error,2017-10-10,Auto,No,Material only,2725.5,1,Yes,Female,1988-09-03,New York,493-937-8297,Platinum,35,Adult,Northeast
99427250,91546921,Crime,2018-05-21,Home,No,Material only,2070.0,1,No,Male,1974-09-22,Louisiana,496-784-4836,Platinum,49,Adult,South
70399158,26489135,Driver error,2017-07-01,Auto,No,Material only,1110.0,1,No,Male,1994-10-05,Delaware,654-456-1493,Platinum,29,Adult,South
5481268,76422302,Crime,2017-10-31,Home,No,Material only,1030.0,1,No,Male,1989-06-04,Georgia,958-971-7983,Gold,35,Adult,South
13167216,27205554,Driver error,2018-05-14,Auto,No,Injury only,16910.0,1,No,Male,1976-04-12,Rhode Island,521-912-8139,Silver,48,Adult,Northeast
30942972,60225946,Other causes,2017-02-17,Auto,No,Material only,1890.0,1,No,Female,1977-08-27,Ohio,715-356-4572,Gold,46,Adult,Midwest
13578273,34790013,Other driver error,2017-12-24,Auto,Yes,Material and injury,33040.0,5,No,Male,1979-01-17,New York,935-615-6297,Platinum,45,Adult,Northeast
22639991,53333796,Other causes,2018-10-09,Auto,Yes,Material and injury,25320.0,1,No,Male,1990-05-23,Rhode Island,857-215-9123,Gold,34,Adult,Northeast
73894966,28307541,Driver error,2017-11-27,Auto,No,Material only,2340.0,1,No,Male,1981-12-14,Wyoming,763-156-1836,Gold,42,Adult,West
64959397,85536059,Other driver error,2017-04-25,Auto,Yes,Material and injury,33000.0,2,No,Female,1975-04-26,South Dakota,145-285-4675,Platinum,49,Adult,Midwest
3673097,54642094,Driver error,2017-04-12,Auto,No,Injury only,19960.0,1,No,Male,1995-08-10,New York,963-813-1973,Silver,28,Adult,Northeast
58245818,47091036,Driver error,2018-07-27,Home,No,Injury only,27230.0,1,No,Male,1986-10-22,South Dakota,247-436-8713,Gold,37,Adult,Midwest
83744906,48277275,Other driver error,2017-04-12,Auto,No,Material and injury,16150.0,1,No,Male,1996-03-27,West Virginia,928-469-4368,Silver,28,Adult,South
14836805,75252854,Other driver error,2017-02-23,Auto,Yes,Injury only,32630.0,1,No,Male,1995-08-30,New Hampshire,542-927-5413,Gold,28,Adult,Northeast
28636278,31012778,Other causes,2018-03-01,Auto,No,Material only,12467.68137254902,5,Yes,Female,1993-06-09,Massachusetts,328-683-8359,Gold,31,Adult,Northeast
96749077,84571128,Natural causes,2017-05-15,Auto,No,Material only,12467.68137254902,1,Yes,Female,1995-08-16,Maine,946-639-5932,Gold,28,Adult,Northeast
40638641,38286862,Other causes,2017-10-31,Auto,Unknown,Material and injury,41850.0,1,No,Female,1994-11-24,New Jersey,791-831-2514,Gold,29,Adult,Northeast
94303580,1163515,Crime,2017-04-25,Auto,Yes,Injury only,30540.0,1,No,Female,1995-02-03,Texas,978-352-7634,Silver,29,Adult,South
39647651,18361978,Other causes,2017-08-31,Auto,Unknown,Material and injury,25576.0,7,Yes,Female,1994-07-10,California,463-645-2453,Platinum,30,Adult,West
97983922,94953428,Other causes,2017-06-18,Auto,No,Material only,2210.0,3,No,Female,1977-12-07,Delaware,671-517-9548,Gold,46,Adult,South
42420540,42333031,Other causes,2018-02-22,Auto,Yes,Material and injury,40820.0,3,No,Female,1970-10-25,West Virginia,972-361-7416,Platinum,53,Adult,South
25108581,91786228,Other driver error,2018-06-23,Auto,No,Material only,1150.0,1,Yes,Female,1963-12-26,Tennessee,826-243-9763,Gold,60,Adult,South
54192772,61051505,Other driver error,2017-07-01,Auto,Unknown,Material and injury,35765.0,1,Yes,Male,1968-02-05,Ohio,649-461-2967,Platinum,56,Adult,Midwest
47783756,8132649,Other driver error,2017-11-20,Auto,No,Material only,2470.0,1,No,Male,1975-09-23,South Dakota,436-953-6352,Platinum,48,Adult,Midwest
14730852,49428676,Other causes,2018-06-17,Auto,No,Material and injury,20999.0,1,Yes,Female,1977-09-27,Texas,587-946-2153,Silver,46,Adult,South
37727681,77436411,Other driver error,2018-02-02,Auto,Unknown,Material only,3358.0,4,Yes,Female,1964-05-06,Tennessee,679-324-1357,Platinum,60,Adult,South
87229793,44319192,Other causes,2018-04-10,Auto,Yes,Material and injury,41430.0,1,No,Male,1968-11-07,North Carolina,432-234-3617,Platinum,55,Adult,South
73138939,57510487,Driver error,2017-12-10,Auto,No,Material only,1730.0,1,No,Male,1984-01-24,Utah,512-657-2135,Gold,40,Adult,West
23504103,62797342,Other driver error,2018-02-09,Auto,Unknown,Material and injury,20360.0,1,No,Male,1989-05-01,Massachusetts,348-186-6349,Gold,35,Adult,Northeast
29613369,56923917,Other driver error,2018-05-21,Auto,No,Material only,2870.0,4,No,Female,1971-08-10,Illinois,451-134-7825,Silver,52,Adult,Midwest
21972507,83088652,Driver error,2017-01-14,Auto,Unknown,Material only,2910.0,1,No,Male,1998-10-05,Maryland,968-236-9367,Platinum,25,Youth,South
42737631,53087364,Other causes,2017-07-22,Home,No,Material and injury,33550.0,1,No,Female,1990-07-30,Alaska,462-412-7423,Platinum,34,Adult,West
95352573,9089663,Other driver error,2017-11-20,Auto,No,Material and injury,33190.0,1,No,Male,1960-09-09,Montana,763-973-2741,Silver,63,Adult,West
43973221,83290720,Driver error,2018-09-26,Auto,Yes,Material and injury,12467.68137254902,1,No,Male,1966-12-06,Virginia,185-825-6547,Gold,57,Adult,South
79089153,78364565,Other causes,2017-02-10,Auto,Yes,Injury only,25830.0,3,No,Female,1961-08-07,New Mexico,862-483-5218,Silver,62,Adult,West
37305754,99761663,Natural causes,2018-04-04,Auto,No,Material only,1242.0,1,Yes,Female,1963-11-18,North Carolina,643-246-4718,Silver,60,Adult,South
55252454,6298259,Natural causes,2017-05-29,Auto,Unknown,Material and injury,20080.0,2,No,Female,1969-05-30,Arizona,712-891-4759,Silver,55,Adult,West
20332975,51936868,Natural causes,2018-08-16,Auto,No,Material only,2120.0,1,No,Male,1988-05-29,Oregon,538-723-7261,Gold,36,Adult,West
69101899,35907845,Crime,2018-05-14,Auto,Unknown,Material and injury,19520.0,1,No,Male,1972-06-22,Iowa,384-637-2368,Platinum,52,Adult,Midwest
49234022,17390816,Natural causes,2017-03-29,Auto,No,Material only,2090.0,1,No,Female,1987-09-03,Utah,269-384-1923,Gold,36,Adult,West
85585944,9908654,Other driver error,2018-06-23,Auto,No,Material only,1989.5,1,Yes,Male,1964-02-18,Alabama,179-894-5412,Platinum,60,Adult,South
35407789,47228798,Crime,2017-01-21,Auto,Unknown,Material only,12467.68137254902,1,Yes,Male,1974-05-18,Hawaii,364-634-3715,Platinum,50,Adult,West
26332402,11593991,Other causes,2018-03-01,Auto,No,Material only,2060.0,1,No,Female,1965-12-22,Rhode Island,642-812-6451,Silver,58,Adult,Northeast
50337100,15036122,Other driver error,2018-07-20,Auto,Unknown,Injury only,30080.0,1,No,Male,1988-03-30,Iowa,893-237-4791,Silver,36,Adult,Midwest
1886311,59046302,Driver error,2018-04-04,Auto,No,Material only,1680.0,6,No,Male,1994-01-15,New York,854-356-9378,Silver,30,Adult,Northeast
84635473,74058124,Driver error,2018-01-13,Auto,Unknown,Injury only,21505.0,1,Yes,Male,1990-11-12,West Virginia,172-685-2746,Silver,33,Adult,South
99210077,95221640,Crime,2018-05-21,Auto,No,Material only,2040.0,1,No,Male,1967-07-13,Maryland,712-754-5719,Silver,57,Adult,South
57876931,5956033,Other driver error,2018-02-09,Auto,No,Material and injury,12467.68137254902,1,Yes,Female,1993-07-07,Wyoming,984-397-3427,Silver,31,Adult,West
11951632,91462331,Driver error,2018-02-15,Auto,Unknown,Material and injury,42722.5,1,Yes,Male,1986-05-02,South Dakota,163-429-1675,Platinum,38,Adult,Midwest
61170397,7946799,Other causes,2018-07-27,Auto,Unknown,Material and injury,34971.5,5,Yes,Female,1976-03-10,Montana,645-968-6519,Gold,48,Adult,West
66546485,83884401,Driver error,2017-05-22,Auto,No,Material only,1288.0,1,Yes,Male,1992-03-13,North Dakota,947-962-9473,Gold,32,Adult,Midwest
62769771,36498462,Driver error,2017-06-11,Auto,Yes,Injury only,37800.0,1,No,Female,1987-09-10,West Virginia,635-136-5671,Silver,36,Adult,South
87452238,88191021,Driver error,2017-10-04,Auto,Yes,Material only,12467.68137254902,1,No,Male,1986-07-11,Hawaii,915-523-3148,Platinum,38,Adult,West
99573716,88567908,Driver error,2017-01-27,Auto,No,Material only,1180.0,1,No,Female,1971-09-26,Minnesota,817-685-2347,Gold,52,Adult,Midwest
39128289,72896975,Other driver error,2017-07-08,Auto,Unknown,Material and injury,32480.0,1,No,Male,1970-02-26,Alabama,813-784-4983,Gold,54,Adult,South
64573390,85650096,Crime,2018-08-03,Auto,No,Material only,2710.0,1,No,Male,1967-01-29,Missouri,954-368-9137,Gold,57,Adult,Midwest
2181243,51349085,Crime,2017-10-17,Auto,No,Material only,2620.0,2,No,Male,1997-06-06,Rhode Island,258-762-9482,Silver,27,Adult,Northeast
51685791,90202451,Other driver error,2017-11-20,Auto,No,Material only,1943.5,1,Yes,Male,1989-07-04,Kentucky,413-642-7842,Platinum,35,Adult,South
1633198,55180831,Other driver error,2017-09-07,Auto,No,Material and injury,12467.68137254902,1,No,Male,1962-02-21,Montana,482-319-5783,Gold,62,Adult,West
15165423,14433043,Driver error,2018-06-30,Auto,Yes,Material only,2170.0,5,No,Female,1971-06-13,Utah,314-341-6783,Gold,53,Adult,West
76552623,56590042,Other causes,2017-11-06,Auto,No,Injury only,31498.5,4,Yes,Male,1967-01-12,Alabama,254-651-9452,Silver,57,Adult,South
64731876,43870673,Other causes,2017-05-22,Auto,Unknown,Material only,1700.0,1,No,Male,1985-06-21,Kansas,428-238-4918,Gold,39,Adult,Midwest
95376481,84734050,Crime,2018-05-28,Auto,Unknown,Material only,2220.0,1,No,Male,1960-04-21,Virginia,974-457-9312,Silver,64,Senior,South
21229844,73246256,Crime,2017-11-13,Auto,No,Material only,1020.0,1,No,Female,1984-10-18,Indiana,146-597-5429,Platinum,39,Adult,Midwest
4506676,2632562,Other driver error,2018-05-14,Home,Unknown,Material only,1400.0,1,No,Female,1985-12-14,Alaska,498-597-9658,Platinum,38,Adult,West
712628,74125758,Other causes,2017-11-27,Auto,Unknown,Injury only,22960.0,1,No,Male,1961-01-04,Louisiana,876-786-8624,Gold,63,Adult,South
82144259,92752865,Driver error,2017-04-25,Auto,No,Injury only,12467.68137254902,1,No,Male,1986-01-30,Alaska,143-219-5498,Silver,38,Adult,West
93009471,47086007,Other causes,2017-03-09,Auto,Yes,Injury only,18400.0,1,No,Female,1997-12-10,North Carolina,347-618-5821,Gold,26,Adult,South
23721504,33987747,Driver error,2017-01-14,Auto,No,Material and injury,37524.5,1,Yes,Male,1973-05-23,Missouri,719-927-1936,Platinum,51,Adult,Midwest
43899763,37312925,Driver error,2017-10-31,Auto,Yes,Injury only,16070.0,1,No,Male,1963-01-12,Kansas,274-346-6391,Gold,61,Adult,Midwest
4821698,13233814,Other causes,2017-07-08,Auto,Unknown,Material and injury,17230.0,1,No,Female,1962-06-01,Arkansas,583-753-8415,Platinum,62,Adult,South
34488157,32561536,Natural causes,2017-11-06,Auto,No,Material and injury,24564.0,1,Yes,Male,1982-09-18,Michigan,718-215-2831,Platinum,41,Adult,Midwest
79953107,73456835,Other driver error,2018-10-16,Auto,No,Material only,2599.0,1,Yes,Female,1978-12-31,Colorado,376-294-4612,Silver,45,Adult,West
77727200,84767457,Driver error,2017-12-03,Auto,Unknown,Material and injury,23740.0,1,No,Female,1996-11-14,Arizona,964-984-9257,Platinum,27,Adult,West
33038715,31901720,Crime,2018-03-21,Auto,No,Material only,1510.0,1,No,Male,1963-11-29,California,574-674-6381,Silver,60,Adult,West
10744544,67885239,Driver error,2018-05-28,Auto,No,Material only,2740.0,1,No,Female,1966-09-17,Alabama,682-368-5823,Platinum,57,Adult,South
67043170,94448966,Other driver error,2018-10-16,Auto,No,Injury only,23760.0,1,No,Female,1984-06-20,Maryland,845-768-2513,Gold,40,Adult,South
98303926,94633091,Crime,2017-06-25,Auto,No,Material only,1640.0,1,No,Female,1990-07-14,Rhode Island,826-537-1348,Platinum,34,Adult,Northeast
84863978,90116906,Driver error,2017-11-13,Auto,No,Injury only,23270.0,6,No,Male,1970-09-14,South Dakota,645-465-4938,Platinum,53,Adult,Midwest
48203523,82832313,Other driver error,2017-12-03,Auto,Yes,Injury only,29060.0,1,No,Male,1980-07-21,North Carolina,679-793-3672,Silver,44,Adult,South
73460630,87993949,Other causes,2018-06-23,Auto,Unknown,Injury only,25783.0,2,Yes,Male,1969-05-29,New Jersey,754-586-4891,Platinum,55,Adult,Northeast
65335959,61810954,Other driver error,2018-09-19,Auto,Unknown,Material and injury,36620.0,1,No,Male,1969-05-18,Texas,724-493-6179,Silver,55,Adult,South
38446319,55782839,Other causes,2017-12-17,Auto,Unknown,Injury only,21300.0,1,No,Female,1998-02-07,North Dakota,918-849-3279,Gold,26,Adult,Midwest
39131766,39587790,Other causes,2017-01-01,Auto,No,Material only,2967.0,1,Yes,Male,1965-01-10,Louisiana,615-154-3516,Gold,59,Adult,South
9961723,14293434,Other driver error,2017-05-22,Home,No,Material and injury,44493.5,1,Yes,Female,1995-01-25,Illinois,269-431-3781,Platinum,29,Adult,Midwest
8405500,46620413,Other causes,2017-03-02,Auto,Unknown,Material only,3070.5,1,Yes,Male,1991-12-11,Delaware,164-158-7981,Platinum,32,Adult,South
58103215,53798973,Other driver error,2018-05-01,Auto,No,Material only,2560.0,1,No,Female,1980-11-19,Tennessee,732-893-6125,Silver,43,Adult,South
7316148,15556454,Crime,2018-03-14,Auto,No,Material only,2070.0,1,No,Male,1996-09-01,Oklahoma,952-296-8234,Silver,27,Adult,South
35026470,61497833,Other driver error,2017-11-06,Auto,No,Material only,1759.5,4,Yes,Male,1995-08-06,West Virginia,179-439-6237,Platinum,28,Adult,South
57560277,92889077,Natural causes,2018-03-08,Home,No,Material only,1771.0,5,Yes,Female,1963-03-08,Arkansas,975-548-7142,Gold,61,Adult,South
19911335,19171044,Driver error,2017-04-12,Auto,Yes,Injury only,17360.0,1,No,Female,1979-02-06,Wisconsin,281-597-6245,Platinum,45,Adult,Midwest
54506772,93291407,Other driver error,2017-07-28,Auto,Unknown,Material only,1368.5,1,Yes,Male,1970-05-08,Florida,945-839-1768,Gold,54,Adult,South
11618238,96710523,Other causes,2018-03-21,Home,Yes,Injury only,19240.0,1,No,Male,1980-05-29,Wyoming,846-174-8946,Silver,44,Adult,West
46248222,52542420,Other driver error,2018-04-10,Auto,No,Material and injury,14260.0,2,No,Female,1970-07-25,California,371-247-1395,Silver,54,Adult,West
13774284,37741743,Natural causes,2018-03-08,Auto,No,Material only,1350.0,1,No,Female,1982-07-16,Maine,327-256-9257,Gold,42,Adult,Northeast
30488859,48145469,Other causes,2018-04-10,Auto,Unknown,Material only,1860.0,1,No,Male,1973-05-22,Iowa,946-341-3157,Silver,51,Adult,Midwest
52959888,25709472,Other driver error,2018-10-23,Auto,Unknown,Injury only,15440.0,1,No,Male,1993-01-15,Kentucky,534-697-3498,Gold,31,Adult,South
4112041,58402401,Other causes,2018-09-12,Auto,Unknown,Material and injury,32710.0,1,No,Male,1979-06-13,Kansas,134-129-8167,Silver,45,Adult,Midwest
12179959,23092790,Crime,2018-08-03,Auto,Unknown,Material only,1380.0,1,No,Female,1982-04-21,Nebraska,362-847-6954,Platinum,42,Adult,Midwest
59404655,62476442,Natural causes,2017-05-15,Auto,No,Material and injury,12467.68137254902,2,No,Female,1985-06-27,Hawaii,528-237-8379,Silver,39,Adult,West
5176652,39943087,Other driver error,2017-03-16,Auto,Unknown,Material only,2510.0,1,No,Female,1988-11-11,New York,473-567-7234,Platinum,35,Adult,Northeast
1657284,41265642,Crime,2017-07-22,Auto,No,Material only,12467.68137254902,1,Yes,Male,1989-09-29,Iowa,912-385-7549,Gold,34,Adult,Midwest
72074471,73383008,Other driver error,2018-02-09,Auto,Unknown,Injury only,44700.5,1,Yes,Female,1986-06-04,Arizona,594-592-6745,Gold,38,Adult,West
36664338,77896466,Driver error,2017-12-17,Auto,No,Material only,1550.0,1,No,Female,1997-02-16,Illinois,613-614-1378,Gold,27,Adult,Midwest
50826770,83526368,Crime,2018-10-03,Auto,Unknown,Material only,1850.0,3,No,Female,1979-03-16,Massachusetts,468-698-7189,Platinum,45,Adult,Northeast
64209730,31439710,Other driver error,2018-07-20,Home,No,Material only,2760.0,1,No,Female,1988-03-11,Georgia,824-246-5734,Gold,36,Adult,South
49955266,30227653,Other driver error,2017-09-07,Auto,No,Material only,2740.0,1,No,Female,1981-08-01,Connecticut,945-734-2691,Silver,43,Adult,Northeast
44581152,86993944,Other driver error,2017-12-30,Auto,Unknown,Injury only,26480.0,1,No,Male,1982-03-17,Wisconsin,596-612-5431,Silver,42,Adult,Midwest
32116508,65728108,Other causes,2018-10-09,Auto,Unknown,Material and injury,47610.0,3,Yes,Male,1984-11-22,South Carolina,438-675-4587,Platinum,39,Adult,South
48559754,45539668,Other driver error,2017-12-30,Auto,No,Material only,2170.0,1,No,Male,1998-04-08,Mississippi,613-276-2471,Silver,26,Adult,South
26716331,3159546,Other driver error,2017-04-25,Auto,No,Injury only,17590.0,4,No,Male,1987-10-20,Texas,586-129-9752,Platinum,36,Adult,South
74738945,88449349,Other causes,2018-09-12,Auto,No,Material only,1080.0,1,No,Male,1979-12-17,Washington,975-547-5196,Platinum,44,Adult,West
30532684,35937389,Natural causes,2017-02-23,Auto,Unknown,Material only,2610.0,2,No,Female,1978-07-31,Arizona,971-841-3152,Silver,46,Adult,West
81488988,19441247,Natural causes,2017-07-22,Auto,No,Material only,1320.0,1,No,Female,1974-06-10,West Virginia,439-538-7538,Platinum,50,Adult,South
71767146,7208859,Crime,2017-07-01,Auto,No,Material only,1840.0,1,No,Female,1991-02-15,Oklahoma,372-267-3189,Gold,33,Adult,South
67042203,65950591,Driver error,2017-01-14,Auto,No,Material only,2970.0,1,No,Male,1969-01-25,New Hampshire,543-543-2549,Silver,55,Adult,Northeast
66578763,2327487,Driver error,2018-05-07,Auto,No,Material only,12467.68137254902,5,No,Male,1999-02-08,Arizona,215-589-3761,Platinum,25,Youth,West
30930636,30722342,Driver error,2018-04-04,Home,Yes,Injury only,17180.0,5,No,Male,1999-04-04,Ohio,316-863-5832,Silver,25,Youth,Midwest
30119116,31289360,Other driver error,2017-02-23,Auto,No,Material only,2720.0,1,No,Male,1998-11-15,Georgia,869-486-1267,Gold,25,Youth,South
45189268,24826170,Driver error,2017-07-08,Auto,No,Material only,2700.0,1,No,Male,1987-03-05,Washington,361-476-4591,Gold,37,Adult,West
5567470,14860484,Other causes,2017-03-29,Auto,Unknown,Injury only,14240.0,4,No,Male,1994-12-02,Oklahoma,864-361-2564,Gold,29,Adult,South
46868258,39642700,Driver error,2017-12-10,Auto,No,Material only,2560.0,3,No,Female,1985-06-13,Indiana,745-342-2471,Silver,39,Adult,Midwest
74988783,3689105,Crime,2017-04-18,Auto,Yes,Injury only,19440.0,4,No,Female,1999-03-23,Nebraska,923-198-9827,Silver,25,Youth,Midwest
80080381,58850120,Crime,2017-02-23,Auto,Yes,Material and injury,40180.0,1,No,Female,1960-07-23,Utah,819-478-8453,Platinum,64,Senior,West
50617945,76965994,Crime,2017-03-09,Auto,No,Material only,1260.0,1,No,Male,1960-03-28,New York,132-927-9824,Gold,64,Senior,Northeast
3589979,14490971,Crime,2018-09-19,Auto,No,Material only,1880.0,4,No,Female,1976-12-10,Minnesota,614-652-1274,Silver,47,Adult,Midwest
33643946,88277241,Other causes,2017-07-08,Auto,Unknown,Injury only,12467.68137254902,1,Yes,Male,1976-04-27,Nevada,684-482-6745,Platinum,48,Adult,West
71464126,87386746,Other causes,2018-07-20,Auto,No,Material only,2260.0,1,No,Male,1982-12-23,North Dakota,741-473-8976,Gold,41,Adult,Midwest
19241230,55157616,Other driver error,2017-04-25,Auto,No,Material only,2960.0,1,No,Female,1967-10-21,Minnesota,136-736-1978,Gold,56,Adult,Midwest
8499165,55593844,Other causes,2017-07-22,Auto,No,Material only,1253.5,1,Yes,Female,1965-03-02,North Carolina,129-925-2819,Gold,59,Adult,South
65264955,72556809,Other causes,2018-08-16,Auto,Yes,Material and injury,32300.0,2,No,Male,1998-01-14,Idaho,582-928-4938,Platinum,26,Adult,West
66703144,45653187,Natural causes,2018-04-04,Home,No,Material only,1660.0,1,No,Male,1963-05-22,Alabama,836-247-1264,Silver,61,Adult,South
66892177,48538925,Other causes,2017-06-04,Auto,No,Injury only,22420.0,1,No,Female,1967-09-25,Nebraska,378-563-3695,Gold,56,Adult,Midwest
75262517,68724425,Natural causes,2018-06-10,Auto,No,Material only,2150.0,3,No,Male,1961-10-06,Virginia,389-769-2197,Gold,62,Adult,South
7883163,50817031,Crime,2018-01-26,Auto,Unknown,Material only,2460.0,1,No,Male,1963-11-17,Michigan,728-483-4185,Gold,60,Adult,Midwest
88126193,16836323,Crime,2017-01-14,Auto,No,Material only,1140.0,4,No,Male,1970-12-22,Mississippi,398-364-9741,Gold,53,Adult,South
57237955,72701589,Driver error,2018-07-20,Auto,No,Material only,12467.68137254902,1,No,Female,1994-08-23,Arkansas,745-968-1753,Silver,29,Adult,South
26752193,88126167,Crime,2017-04-18,Auto,Unknown,Injury only,17050.0,1,No,Female,1993-12-22,Iowa,691-739-8963,Gold,30,Adult,Midwest
94297538,50642114,Other driver error,2018-01-06,Auto,Unknown,Injury only,25030.0,1,No,Female,1961-12-06,Florida,925-298-5137,Gold,62,Adult,South
90714815,32180678,Other causes,2017-08-11,Auto,Unknown,Material and injury,12467.68137254902,4,No,Male,1985-02-24,Kansas,975-682-7836,Platinum,39,Adult,Midwest
25647821,74155265,Natural causes,2017-01-01,Auto,No,Material only,2080.0,1,No,Male,1985-11-16,Texas,392-739-4873,Gold,38,Adult,South
56330110,26168099,Natural causes,2018-05-07,Auto,No,Injury only,38590.0,3,No,Male,1995-10-27,North Carolina,325-687-3651,Silver,28,Adult,South
87184588,804961,Other causes,2017-10-10,Auto,No,Material and injury,21190.0,1,No,Female,1997-12-07,Alabama,487-723-4167,Gold,26,Adult,South
18636027,25823839,Driver error,2017-10-10,Auto,Unknown,Injury only,36180.0,1,No,Male,1971-12-27,Maine,678-925-6195,Silver,52,Adult,Northeast
90591192,61745840,Other driver error,2017-01-01,Home,No,Material and injury,30930.0,1,No,Female,1994-07-24,Massachusetts,612-684-5472,Platinum,30,Adult,Northeast
